,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
13,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
14,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
15,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
33,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
34,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
35,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
36,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
37,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
38,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
39,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
40,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0
41,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0
42,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
43,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
44,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
45,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
46,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
47,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
48,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
49,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
50,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
51,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
59,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
